review,rating,tanggal,sentimen,review_clean,text_final
belanja mudah dan nyaman.semoga semakin baik dlm mnjaga pelanggan.,5,2026-04-13 05:03:51,Positif,belanja mudah dan nyaman semoga semakin baik dlm mnjaga pelanggan,belanja mudah nyaman moga makin baik dlm mnjaga langgan
mantap,5,2026-04-13 05:02:50,Positif,mantap,bagus
"untuk pihak shopee, tolong dong waktu buka apk nya jangan langsung masuk ke tampilan live & video lebih baik tampilan awalnya beranda saja. jujur ngeganggu bngt bikin hp lag 🙏",4,2026-04-13 05:01:17,Positif,untuk pihak shopee tolong dong waktu buka apk nya jangan langsung masuk ke tampilan live video lebih baik tampilan awalnya beranda saja jujur ngeganggu bngt bikin hp lag,pihak tolong dong waktu buka apk nya jangan langsung masuk tampil live video baik tampil awal beranda jujur ngeganggu banget bikin hp lag
bagus hanya harus sering diupdate,5,2026-04-13 05:01:07,Positif,bagus hanya harus sering diupdate,bagus hanya sering diupdate
"makin seneng belanja dishopee,lebih murah ,lebih hemat dan amanah.",5,2026-04-13 05:00:07,Positif,makin seneng belanja dishopee lebih murah lebih hemat dan amanah,makin neng belanja dishopee murah hemat amanah
"bintang 1 untuk layanan pengiriman, 5 hari paket stuck tak ada kemajuan",1,2026-04-13 04:59:41,Negatif,bintang untuk layanan pengiriman hari paket stuck tak ada kemajuan,bintang layan kirim hari paket stuck tak maju
w.o.w,5,2026-04-13 04:59:32,Positif,w o w,
"aplikasinya bagus,tapi tolong dong iklannya di kurangin,tiap lagi nonton,baca novel,dengerin music,selalu ada iklan shopee, ga ada pencet apa² tiba² masuk di iklan shopee, lebih di kurangin ya admin iklan²nya,mengganggu pekerjaan banget soalnya",3,2026-04-13 04:59:11,Netral,aplikasinya bagus tapi tolong dong iklannya di kurangin tiap lagi nonton baca novel dengerin music selalu ada iklan shopee ga ada pencet apa tiba masuk di iklan shopee lebih di kurangin ya admin iklan nya mengganggu pekerjaan banget soalnya,aplikasi bagus tolong dong iklan rangin tiap nonton baca novel dengerin music iklan pencet tiba masuk iklan rangin ya admin iklan nya ganggu kerja soal
terimakasih,5,2026-04-13 04:58:36,Positif,terimakasih,terimakasih
baik,5,2026-04-13 04:57:32,Positif,baik,baik
"online shop terburuk yg pernah ada. barang saya 1 minggu tidak bergerak, tidak ada pertanggung jawaban, dan CSnya sangat kurang ajar saat di chat. sangat merugikan konsumen. seharusnya aplikasi penipu seperti ini di banned dari negara Indonesia",1,2026-04-13 04:53:47,Negatif,online shop terburuk yg pernah ada barang saya minggu tidak bergerak tidak ada pertanggung jawaban dan csnya sangat kurang ajar saat di chat sangat merugikan konsumen seharusnya aplikasi penipu seperti ini di banned dari negara indonesia,online shop buruk barang minggu gerak tanggung jawab csnya kurang ajar chat rugi konsumen harus tipu seperti banned negara indonesia
shopee pembohong saya sudah dapat semua telur tiba tiba tidak bisa masuk lagi /tidak dapat,1,2026-04-13 04:52:26,Negatif,shopee pembohong saya sudah dapat semua telur tiba tiba tidak bisa masuk lagi tidak dapat,bohong semua telur tiba tiba masuk
kurir SPX tidak mengantarkan paket sampai alamat rumah.,2,2026-04-13 04:50:02,Negatif,kurir spx tidak mengantarkan paket sampai alamat rumah,kurir spx antar paket sampai alamat rumah
barangnya bagus.,5,2026-04-13 04:44:51,Positif,barangnya bagus,barang bagus
jujur agak kecewa dengan jasa pengirimannya masak beli dekat dengan jarak 80 km membutuhkan waktu 5 hari padahal di aplikasi estimasi tiba cuma 2-3 hari. maafda aku pindah ke aplikasi lain,1,2026-04-13 04:42:13,Negatif,jujur agak kecewa dengan jasa pengirimannya masak beli dekat dengan jarak km membutuhkan waktu hari padahal di aplikasi estimasi tiba cuma hari maafda aku pindah ke aplikasi lain,jujur agak kecewa jasa kirim masak beli dekat jarak km butuh waktu hari padahal estimasi tiba cuma hari maafda aku pindah lain
membantu,5,2026-04-13 04:41:38,Positif,membantu,bantu
soal pengiriman sangat lambat,1,2026-04-13 04:40:49,Negatif,soal pengiriman sangat lambat,soal kirim lambat
mememuhi kebutuhan jd lebih mudah. Apapun tersedia dan banyak pilihan 🙏🏻,5,2026-04-13 04:40:48,Positif,mememuhi kebutuhan jd lebih mudah apapun tersedia dan banyak pilihan,mememuhi butuh jd mudah apa sedia banyak pilih
good and recommended,5,2026-04-13 04:39:56,Positif,good and recommended,good and recommended
dri dulu sampai sekarang masih tetep bagus..🙏👍👍,5,2026-04-13 04:37:52,Positif,dri dulu sampai sekarang masih tetep bagus,dri dulu sampai sekarang tetep bagus
bagus dan mantap,5,2026-04-13 04:35:12,Positif,bagus dan mantap,bagus bagus
bahus,5,2026-04-13 04:33:29,Positif,bahus,bahus
Paket saya yang estimasinya 7-8 April hingga sekarang 13 april belum juga tiba.. padahal saya sudah melakukan pelaporan paket belum tiba & melewati estimasinya 2 kali‼️ Dan estimasinya di tambah oleh pihak Shoope sendiri.. dan juga di suruh menunggu terus gak ada update paket saya mulai dari tanggal 30 Maret sampai hari ini.. Tolong di bantu karena saya perlu bangeeet,1,2026-04-13 04:32:18,Negatif,paket saya yang estimasinya april hingga sekarang april belum juga tiba padahal saya sudah melakukan pelaporan paket belum tiba melewati estimasinya kali dan estimasinya di tambah oleh pihak shoope sendiri dan juga di suruh menunggu terus gak ada update paket saya mulai dari tanggal maret sampai hari ini tolong di bantu karena saya perlu bangeeet,paket estimasi april hingga sekarang april tiba padahal laku lapor paket tiba lewat estimasi kali estimasi tambah pihak shoope sendiri suruh tunggu terus update paket mulai tanggal maret sampai hari tolong bantu perlu bangeeet
good,5,2026-04-13 04:29:37,Positif,good,good
sering ngebug masuk apk shopee sendiri dah,1,2026-04-13 04:29:34,Negatif,sering ngebug masuk apk shopee sendiri dah,sering ngebug masuk apk sendiri dah
jika saya membutuhkan sesuatu mudah didapatkan di Shopee,5,2026-04-13 04:28:35,Positif,jika saya membutuhkan sesuatu mudah didapatkan di shopee,butuh sesuatu mudah dapat
"Belanja murah, free ongkir.. bnyk promo juga",5,2026-04-13 04:27:22,Positif,belanja murah free ongkir bnyk promo juga,belanja murah free ongkir bnyk promo
shoppe selalu dpt diskonn dan banyak sekali produk yg gratis ongkir....suksess teruss kedepannya shoppe Indonesia😉🤞🏻,5,2026-04-13 04:26:26,Positif,shoppe selalu dpt diskonn dan banyak sekali produk yg gratis ongkir suksess teruss kedepannya shoppe indonesia,shoppe dpt diskonn banyak produk gratis ongkir suksess teruss depan shoppe indonesia
msh tetep & selalu memuaskan belanja di shopee 🤗❤👌🥰,5,2026-04-13 04:25:43,Positif,msh tetep selalu memuaskan belanja di shopee,tetep muas belanja
marap,4,2026-04-13 04:24:13,Positif,marap,marap
sangat membantu..dn memudahkan saat kantong menipis,5,2026-04-13 04:24:11,Positif,sangat membantu dn memudahkan saat kantong menipis,bantu dn mudah kantong tip
Shopee makin bagus dan makin Memberikan kemudahan keringanan biaya dan berbelanja online.. mantapp.,5,2026-04-13 04:23:55,Positif,shopee makin bagus dan makin memberikan kemudahan keringanan biaya dan berbelanja online mantapp,makin bagus makin beri mudah ringan biaya belanja online mantapp
jos,5,2026-04-13 04:22:26,Positif,jos,jos
shopee menyakinkan,5,2026-04-13 04:21:17,Positif,shopee menyakinkan,menyakinkan
pointnya manttaap ..tdk sprti belanja di apl tetangga sebelah wkwkwkkw,5,2026-04-13 04:18:59,Positif,pointnya manttaap tdk sprti belanja di apl tetangga sebelah wkwkwkkw,point manttaap sprti belanja apl tetangga belah wkwkwkkw
pengiriman cepat dan harga lbih murah,5,2026-04-13 04:17:09,Positif,pengiriman cepat dan harga lbih murah,kirim cepat harga lbih murah
mantap,5,2026-04-13 04:08:16,Positif,mantap,bagus
mau beli lagi gak bisa,1,2026-04-13 04:05:50,Negatif,mau beli lagi gak bisa,ingin beli
pengalaman yang buruk,1,2026-04-13 04:03:36,Negatif,pengalaman yang buruk,alam buruk
"sy pesan barang, yg dikirim ke sy barang berbeda dengan pesanan, sdh di return, tapi uang sy gak balik?",2,2026-04-13 04:01:36,Negatif,sy pesan barang yg dikirim ke sy barang berbeda dengan pesanan sdh di return tapi uang sy gak balik,pesan barang kirim barang beda pesan return uang balik
sangat burukk semakin jelek,1,2026-04-13 04:01:30,Negatif,sangat burukk semakin jelek,burukk makin buruk
puas,5,2026-04-13 03:59:39,Positif,puas,puas
cukup lumayan,5,2026-04-13 03:58:54,Positif,cukup lumayan,cukup lumayan
"tolong iklannya di kontrol, menggangu",3,2026-04-13 03:58:38,Netral,tolong iklannya di kontrol menggangu,tolong iklan kontrol menggangu
senang berbelanja di Shopee 😍,5,2026-04-13 03:58:12,Positif,senang berbelanja di shopee,senang belanja
"aplikasi yang buat gampang, semua ada. sukses selalu ☺️",5,2026-04-13 03:56:29,Positif,aplikasi yang buat gampang semua ada sukses selalu,gampang semua sukses
bagus dan sangat membantu untuk berbelanja online,5,2026-04-13 03:56:24,Positif,bagus dan sangat membantu untuk berbelanja online,bagus bantu belanja online
alhamdulilah sejak memiliki aplikasi shopee belanja jadi lebih mudah dan barang2'y juga bagus2,5,2026-04-13 03:56:14,Positif,alhamdulilah sejak memiliki aplikasi shopee belanja jadi lebih mudah dan barang y juga bagus,alhamdulilah sejak milik belanja jadi mudah barang bagus
"barang nya ga nyampe² sampah banget spx express, udh gitu ga ada kompensasi, customer yang rugi dan frustasi nunggu barang",1,2026-04-13 03:55:40,Negatif,barang nya ga nyampe sampah banget spx express udh gitu ga ada kompensasi customer yang rugi dan frustasi nunggu barang,barang nya nyampe sampah spx express gitu kompensasi customer rugi frustasi nunggu barang
sangat kecewa karna tidak bisa cod sama sekali,5,2026-04-13 03:54:27,Positif,sangat kecewa karna tidak bisa cod sama sekali,kecewa cod
ok,5,2026-04-13 03:53:43,Positif,ok,ok
kenapa gk bisa cod wey,2,2026-04-13 03:51:15,Negatif,kenapa gk bisa cod wey,cod wey
shopee mantap namun sering kendala ad tulosan shoope tidak menanggapi.,5,2026-04-13 03:50:40,Positif,shopee mantap namun sering kendala ad tulosan shoope tidak menanggapi,bagus sering kendala ad tulosan shoope tanggap
banyak iklan tentang aplikasi ini sangat menggangu.,1,2026-04-13 03:49:29,Negatif,banyak iklan tentang aplikasi ini sangat menggangu,banyak iklan tentang menggangu
Kendala pengiriman terlalu lama,5,2026-04-13 03:49:25,Positif,kendala pengiriman terlalu lama,kendala kirim terlalu lama
"sip, sangat mudah dan membantu",5,2026-04-13 03:46:25,Positif,sip sangat mudah dan membantu,sip mudah bantu
"selalu belanja di shopee,murah dan cepat prosesnya",5,2026-04-13 03:44:00,Positif,selalu belanja di shopee murah dan cepat prosesnya,belanja murah cepat proses
apk nya mantap jiwa,5,2026-04-13 03:43:34,Positif,apk nya mantap jiwa,apk nya bagus jiwa
"sistemnya sengaja buat eror atau lambat mengirim foto kalau kita mau mengajukan pengembalian, tetapi jika buka fitur lain lancar saja² dan jaringan juga bagus emang sengaja aja biar kita gabisa retur barang. like jika kalian ngalamin juga",1,2026-04-13 03:43:09,Negatif,sistemnya sengaja buat eror atau lambat mengirim foto kalau kita mau mengajukan pengembalian tetapi jika buka fitur lain lancar saja dan jaringan juga bagus emang sengaja aja biar kita gabisa retur barang like jika kalian ngalamin juga,sistem sengaja eror lambat kirim foto ingin aju kembali buka fitur lain lancar jaring bagus memang sengaja biar gabisa retur barang like kalian ngalamin
sumpah shopee sekarang banyak penipuan. blm lama ini saya kena tipu dari pihak shopee . bikin laporan gk di gubris sama sekali .,1,2026-04-13 03:39:22,Negatif,sumpah shopee sekarang banyak penipuan blm lama ini saya kena tipu dari pihak shopee bikin laporan gk di gubris sama sekali,sumpah sekarang banyak tipu lama kena tipu pihak bikin lapor gubris
di w kok gak ada menu pesanan diterima yah jadi gak bisa rating pesanan yang udah dterima apa w doang ya mohon infonya dong,1,2026-04-13 03:37:10,Negatif,di w kok gak ada menu pesanan diterima yah jadi gak bisa rating pesanan yang udah dterima apa w doang ya mohon infonya dong,kok menu pesan terima yah jadi rating pesan dterima ya mohon info dong
"Fitur pencarian di Shopee, ngawur! ketik apapun muncul semua barang dengan nama yang tak ada hubungan dengan kata kunci yang diketik, kata kunci jadi nama semua Toko. fitur ini sepertinya telah dirusak oleh toko-toko agresif",1,2026-04-13 03:34:53,Negatif,fitur pencarian di shopee ngawur ketik apapun muncul semua barang dengan nama yang tak ada hubungan dengan kata kunci yang diketik kata kunci jadi nama semua toko fitur ini sepertinya telah dirusak oleh toko toko agresif,fitur cari ngawur ketik apa muncul semua barang nama tak hubung kata kunci ketik kata kunci jadi nama semua toko fitur seperti telah rusak toko toko agresif
"saran saya kalo belanja jangan pilih pengiriman pake shopeexpress.., sumpah ini jasa pengiriman paling sampah..., saya berkali kali belanja dengan jasa kirim shopeexpress itu pasti paket nya di bawa muter muter dulu padahal darah saya sudah terlewati berkali kali, ujung ujungnya paket telat dan membuang waktu saya dan banyak orderan yang di cancel.",1,2026-04-13 03:34:28,Negatif,saran saya kalo belanja jangan pilih pengiriman pake shopeexpress sumpah ini jasa pengiriman paling sampah saya berkali kali belanja dengan jasa kirim shopeexpress itu pasti paket nya di bawa muter muter dulu padahal darah saya sudah terlewati berkali kali ujung ujungnya paket telat dan membuang waktu saya dan banyak orderan yang di cancel,saran kalo belanja jangan pilih kirim pake shopeexpress sumpah jasa kirim paling sampah kali kali belanja jasa kirim shopeexpress pasti paket nya bawa muter muter dulu padahal darah lewat kali kali ujung ujung paket telat buang waktu banyak order cancel
nice,5,2026-04-13 03:34:09,Positif,nice,nice
bagus,4,2026-04-13 03:33:52,Positif,bagus,bagus
bagus,5,2026-04-13 03:31:27,Positif,bagus,bagus
belanja di shoppe menjadi mudah..,5,2026-04-13 03:30:17,Positif,belanja di shoppe menjadi mudah,belanja shoppe mudah
Mantap,5,2026-04-13 03:29:23,Positif,mantap,bagus
semoga bagus aplikasinya,5,2026-04-13 03:27:00,Positif,semoga bagus aplikasinya,moga bagus aplikasi
selalu puas dgn layanan dr Shopee Indonesia... Sdh lama sekali menjadi pelanggan Shopee ...makasih..,5,2026-04-13 03:23:23,Positif,selalu puas dgn layanan dr shopee indonesia sdh lama sekali menjadi pelanggan shopee makasih,puas layan indonesia lama langgan makasih
"dipertegas dan dipermudahkan saja setiap prosesnya apabila terjadi masalah barang rusak entah dari pembeli,pihak toko atau jasa pengirim soalnya terkadang ada juga pihak"" yang kurang amanah dan saling lempar tanggung jawab dan tidak mau rugi,mari kita berantas para penipu dan selalu menjadi aplikasi yang terpercaya.",5,2026-04-13 03:21:34,Positif,dipertegas dan dipermudahkan saja setiap prosesnya apabila terjadi masalah barang rusak entah dari pembeli pihak toko atau jasa pengirim soalnya terkadang ada juga pihak yang kurang amanah dan saling lempar tanggung jawab dan tidak mau rugi mari kita berantas para penipu dan selalu menjadi aplikasi yang terpercaya,tegas mudah tiap proses apabila jadi masalah barang rusak entah beli pihak toko jasa kirim soal terkadang pihak kurang amanah saling lempar tanggung jawab ingin rugi mari berantas para tipu percaya
praktis penggunaannya,5,2026-04-13 03:19:27,Positif,praktis penggunaannya,praktis guna
mantap 😀,5,2026-04-13 03:18:54,Positif,mantap,bagus
puas,5,2026-04-13 03:18:46,Positif,puas,puas
belanja di Shopee jadi lebih praktis dengan sistem COD sangatt puass dengan aplikasi Shopee,5,2026-04-13 03:17:12,Positif,belanja di shopee jadi lebih praktis dengan sistem cod sangatt puass dengan aplikasi shopee,belanja jadi praktis sistem cod sangatt puass
ok,5,2026-04-13 03:16:49,Positif,ok,ok
kepada Shopee. saya tidak bisa COD dg alasan lebih dari dua kali pemulangan barang ..... kenapa saya pulang kan karena barang saya tidak cukup di kirim pesan 8 di kirim 5 itu pun sudah terjadi lebih dari 4 x. dg toko yg ber beda . apakah harus saya terima juga ..barang TDK cukup ini...? saya pulang kan malah akun shopee saya di batasi COD nya... padahal saya hampir tiap hari blanja di shoppe ini . tolong di pertimbangkan masalah ini sekian dari pelanggan shopee 🙏,1,2026-04-13 03:14:24,Negatif,kepada shopee saya tidak bisa cod dg alasan lebih dari dua kali pemulangan barang kenapa saya pulang kan karena barang saya tidak cukup di kirim pesan di kirim itu pun sudah terjadi lebih dari x dg toko yg ber beda apakah harus saya terima juga barang tdk cukup ini saya pulang kan malah akun shopee saya di batasi cod nya padahal saya hampir tiap hari blanja di shoppe ini tolong di pertimbangkan masalah ini sekian dari pelanggan shopee,kepada cod alas kali pulang barang pulang kan barang cukup kirim pesan kirim jadi toko ber beda apakah terima barang cukup pulang kan malah akun batas cod nya padahal hampir tiap hari blanja shoppe tolong timbang masalah sekian langgan
buka aplikasi lain ada iklan Shopee eh geser dikit langsung masuk...,1,2026-04-13 03:13:10,Negatif,buka aplikasi lain ada iklan shopee eh geser dikit langsung masuk,buka lain iklan eh geser dikit langsung masuk
aplikasi busuk gak bisa klaim koin shope live padahal itu koin punya seller,1,2026-04-13 03:12:44,Negatif,aplikasi busuk gak bisa klaim koin shope live padahal itu koin punya seller,busuk klaim koin shope live padahal koin punya seller
"shopiee lelet,kurir kurang ramah",1,2026-04-13 03:11:04,Negatif,shopiee lelet kurir kurang ramah,shopiee lelet kurir kurang ramah
kalo bikin iklan x nya bisa dipencet dong,1,2026-04-13 03:10:05,Negatif,kalo bikin iklan x nya bisa dipencet dong,kalo bikin iklan nya pencet dong
sangat menyenangkan ber belanja di sini,5,2026-04-13 03:08:52,Positif,sangat menyenangkan ber belanja di sini,senang ber belanja
sejauh ini belum pernah kecewa belanja di Shopee,5,2026-04-13 03:08:31,Positif,sejauh ini belum pernah kecewa belanja di shopee,jauh kecewa belanja
sangat baik,5,2026-04-13 03:08:24,Positif,sangat baik,baik
sangat puas dengan shopee,5,2026-04-13 03:07:15,Positif,sangat puas dengan shopee,puas
"dulu ada problem perihal pengiriman, sekarang malah spinjam, udah tau nomer recycle ditelp mana ganggu lagi dipush suruh bayar hutang orang lain yang kaga jelas asal usulnya. mengecewakan, mana ribet banget.",1,2026-04-13 03:07:15,Negatif,dulu ada problem perihal pengiriman sekarang malah spinjam udah tau nomer recycle ditelp mana ganggu lagi dipush suruh bayar hutang orang lain yang kaga jelas asal usulnya mengecewakan mana ribet banget,dulu problem perihal kirim sekarang malah spinjam tau nomer recycle ditelp mana ganggu dipush suruh bayar hutang orang lain kaga jelas asal usul kecewa mana rumit
ahir2 ini pengembalian barang jadi ribet gk Kya minggu2 kemaren .di tambah sekarang jadi lelet prosesnya gk kaya lazada mudah & simpel tidak mngecewakan buat lazada 👍👍👍 buta sopee sekarang pikir2 dulu dah klo ada perkembangan siap bintang 5 KLO tidak ada perkembangan kemudahan buat retur siap tutup akun deah,1,2026-04-13 03:05:01,Negatif,ahir ini pengembalian barang jadi ribet gk kya minggu kemaren di tambah sekarang jadi lelet prosesnya gk kaya lazada mudah simpel tidak mngecewakan buat lazada buta sopee sekarang pikir dulu dah klo ada perkembangan siap bintang klo tidak ada perkembangan kemudahan buat retur siap tutup akun deah,ahir kembali barang jadi rumit kya minggu kemaren tambah sekarang jadi lelet proses kaya lazada mudah simpel mngecewakan lazada buta sopee sekarang pikir dulu dah klo kembang siap bintang klo kembang mudah retur siap tutup akun deah
okeee,5,2026-04-13 03:03:58,Positif,okeee,okeee
"apk bagus bgt, ga lemot, buat co juga gampang, ada shopeefood juga, gila sih apk paling bagus",1,2026-04-13 02:57:07,Negatif,apk bagus bgt ga lemot buat co juga gampang ada shopeefood juga gila sih apk paling bagus,apk bagus banget lambat co gampang shopeefood gila sih apk paling bagus
Shopee luar biasa. Masya Allah nyaman sekali belanja di Shopee. gratis ongkir gak main main. ditambah diskon promo nya besar besaran. semoga Shopee sukses selalu. saya penggemar setia Shopee. Shopee sangat membantu perekonomian masyarakat kalangan menengah kebawah love shopee,5,2026-04-13 02:56:52,Positif,shopee luar biasa masya allah nyaman sekali belanja di shopee gratis ongkir gak main main ditambah diskon promo nya besar besaran semoga shopee sukses selalu saya penggemar setia shopee shopee sangat membantu perekonomian masyarakat kalangan menengah kebawah love shopee,luar biasa masya allah nyaman belanja gratis ongkir main main tambah diskon promo nya besar besar moga sukses gemar setia bantu ekonomi masyarakat kalang tengah bawah love
"dulu kurir dan ekspedisi nya fast respon, skrg lelet selalu lama datang paketnya. lewat dari estimasi",1,2026-04-13 02:56:42,Negatif,dulu kurir dan ekspedisi nya fast respon skrg lelet selalu lama datang paketnya lewat dari estimasi,dulu kurir ekspedisi nya fast respon skrg lelet lama datang paket lewat estimasi
"mentang2 gratis ongkir pengiriman sengaja di lambat lambatin, lelet kerja nya",1,2026-04-13 02:56:03,Negatif,mentang gratis ongkir pengiriman sengaja di lambat lambatin lelet kerja nya,mentang gratis ongkir kirim sengaja lambat lambatin lelet kerja nya
sangat membantu untuk belanja barang2 yg kita perlukan. saran.. untuk toko yang menjual barang palsu agar di blacklist atau disuruh ganti rugi pada pembeli yg jadi korban jika tidak mau tokonya ditutup saja dan di blacklist ownernya toko. makasih.,5,2026-04-13 02:54:13,Positif,sangat membantu untuk belanja barang yg kita perlukan saran untuk toko yang menjual barang palsu agar di blacklist atau disuruh ganti rugi pada pembeli yg jadi korban jika tidak mau tokonya ditutup saja dan di blacklist ownernya toko makasih,bantu belanja barang perlu saran toko jual barang palsu blacklist suruh ganti rugi beli jadi korban ingin toko tutup blacklist ownernya toko makasih
sangat membantu,5,2026-04-13 02:53:48,Positif,sangat membantu,bantu
sangat membantu dalam mencari barang,5,2026-04-13 02:52:21,Positif,sangat membantu dalam mencari barang,bantu cari barang
"kenapa sekarang pembayaran sering dibatalkan. alasan ""aktivitas yg tidak wajar"" padahal membeli di toko mall dan pembayaran tunai. alamat n nomor telepon juga jelas",5,2026-04-13 02:50:44,Positif,kenapa sekarang pembayaran sering dibatalkan alasan aktivitas yg tidak wajar padahal membeli di toko mall dan pembayaran tunai alamat n nomor telepon juga jelas,sekarang bayar sering batal alas aktivitas wajar padahal beli toko mall bayar tunai alamat nomor telepon jelas
shopee paylater,5,2026-04-13 02:49:43,Positif,shopee paylater,paylater
sangat membantu melengkapi segala kebutuhan,5,2026-04-13 02:44:25,Positif,sangat membantu melengkapi segala kebutuhan,bantu lengkap segala butuh
semua mudah dengan shopee,5,2026-04-13 02:43:56,Positif,semua mudah dengan shopee,semua mudah
membantu sekali,5,2026-04-13 02:41:39,Positif,membantu sekali,bantu
Mantafff...,5,2026-04-13 02:38:08,Positif,mantafff,mantafff
"ini shopee tidak berguna daftar akun lama mau login ke akun saya malah dicurigai bahkan pesanan saya lama, yang datang rusak, dan lagi pemulihan akun lama dasar shopee tidak berguna mau pesan eh malah M02/D02 dasar shopee tidak berguna fiturnya 🙏🏻 tolong berbaik fitur dasar shopee tidak berguna, ini ko pesanan masih di transit kapan shopee perbaiki nih",1,2026-04-13 02:34:26,Negatif,ini shopee tidak berguna daftar akun lama mau login ke akun saya malah dicurigai bahkan pesanan saya lama yang datang rusak dan lagi pemulihan akun lama dasar shopee tidak berguna mau pesan eh malah m d dasar shopee tidak berguna fiturnya tolong berbaik fitur dasar shopee tidak berguna ini ko pesanan masih di transit kapan shopee perbaiki nih,guna daftar akun lama ingin login akun malah curiga bahkan pesan lama datang rusak pulih akun lama dasar guna ingin pesan eh malah dasar guna fiturnya tolong baik fitur dasar guna ko pesan transit baik nih
ok,5,2026-04-13 02:34:08,Positif,ok,ok
persulit ya,5,2026-04-13 02:33:38,Positif,persulit ya,sulit ya
"transaksi mudah, banyak diskonnya",5,2026-04-13 02:32:36,Positif,transaksi mudah banyak diskonnya,transaksi mudah banyak diskon
bagus cepat dan mudah di akses,5,2026-04-13 02:32:09,Positif,bagus cepat dan mudah di akses,bagus cepat mudah akses
Bgs...,5,2026-04-13 02:31:28,Positif,bgs,bgs
top,5,2026-04-13 02:30:51,Positif,top,top
puasekali,5,2026-04-13 02:29:04,Positif,puasekali,puasekali
OK,5,2026-04-13 02:24:09,Positif,ok,ok
sagat puas belaja di shopee,5,2026-04-13 02:23:08,Positif,sagat puas belaja di shopee,sagat puas baja
"pengembalian barang gk jelas , saya udah lakukan sesuai arahan,. ketika aket udah saya siapkan tapi kurir tak kunjung datang, bbrp hari kemudian uang tak balik dan status pun jadi selasai .tolong dong pihak shope uang saya kembaliin Krn barang rusak gk bisa di pakai",1,2026-04-13 02:22:49,Negatif,pengembalian barang gk jelas saya udah lakukan sesuai arahan ketika aket udah saya siapkan tapi kurir tak kunjung datang bbrp hari kemudian uang tak balik dan status pun jadi selasai tolong dong pihak shope uang saya kembaliin krn barang rusak gk bisa di pakai,kembali barang jelas laku sesuai arah aket siap kurir tak kunjung datang bbrp hari kemudian uang tak balik status jadi selasa tolong dong pihak shope uang kembaliin barang rusak pakai
belanja di shopee lebih mudah dan cepat,5,2026-04-13 02:22:40,Positif,belanja di shopee lebih mudah dan cepat,belanja mudah cepat
"Ratingnya akan saya ubah setelah masalah saya terselesaikan (komplain), tolong untuk pelayanannya ditingkatkan lagi. Trimakasih",1,2026-04-13 02:19:17,Negatif,ratingnya akan saya ubah setelah masalah saya terselesaikan komplain tolong untuk pelayanannya ditingkatkan lagi trimakasih,ratingnya ubah telah masalah selesai komplain tolong layan tingkat trimakasih
keren,5,2026-04-13 02:18:09,Positif,keren,bagus
"Tolong dong shopee kurir kalau asal kasih bukti foto barang sudah sampai jangan langsung dipercaya foto asal jebret minimal tampak rumah pengalaman menjengkelkan sama salah 1 kurir kalau kirim barang tdk konfirmasi dulu & barang dilempar pnh ada yg lecet direpotkan harus cari barang sendiri kealamat yg mana kurir salah antar, kurir g tanggung jawab sama sekali",2,2026-04-13 02:11:20,Negatif,tolong dong shopee kurir kalau asal kasih bukti foto barang sudah sampai jangan langsung dipercaya foto asal jebret minimal tampak rumah pengalaman menjengkelkan sama salah kurir kalau kirim barang tdk konfirmasi dulu barang dilempar pnh ada yg lecet direpotkan harus cari barang sendiri kealamat yg mana kurir salah antar kurir g tanggung jawab sama sekali,tolong dong kurir asal kasih bukti foto barang sampai jangan langsung percaya foto asal jebret minimal tampak rumah alam jengkel salah kurir kirim barang konfirmasi dulu barang lempar pnh lecet repot cari barang sendiri alamat mana kurir salah antar kurir tanggung jawab
yang jelas ongkirnya murah🤭😁😁,5,2026-04-13 02:08:05,Positif,yang jelas ongkirnya murah,jelas ongkirnya murah
"ga pernah beralih ke yg lain, selalu puas belanja disini....",5,2026-04-13 02:07:46,Positif,ga pernah beralih ke yg lain selalu puas belanja disini,alih lain puas belanja sini
masih gampang jadi celah orderan fiktif.,2,2026-04-13 02:04:09,Negatif,masih gampang jadi celah orderan fiktif,gampang jadi celah order fiktif
ok,3,2026-04-13 02:03:27,Netral,ok,ok
Excellent,5,2026-04-13 02:02:07,Positif,excellent,excellent
"halo shopee, knp bikin kebijakan nominasi produk terbaik kyk jebakan ya? Sudah posisi UPDATE & NOMINASIKAN diposisi update yg biasa kita pencet, otomatis terpencet. kemudian ditambah lagi harga kalian ganti sendiri pula tanpa persetujuan. Harga termurah Jual harga modal kami jadinya kagak untung kalian buat. jebakan ini namanya",2,2026-04-13 02:01:46,Negatif,halo shopee knp bikin kebijakan nominasi produk terbaik kyk jebakan ya sudah posisi update nominasikan diposisi update yg biasa kita pencet otomatis terpencet kemudian ditambah lagi harga kalian ganti sendiri pula tanpa persetujuan harga termurah jual harga modal kami jadinya kagak untung kalian buat jebakan ini namanya,halo bikin bijak nominasi produk baik kyk jebak ya posisi update nominasi posisi update biasa pencet otomatis pencet kemudian tambah harga kalian ganti sendiri tanpa tuju harga murah jual harga modal jadi untung kalian jebak nama
favv❤️,5,2026-04-13 01:58:26,Positif,favv,favv
