review_asli,review_clean,review_normalized,rating,label,tanggal
"mentang2 gratis ongkir pengiriman sengaja di lambat lambatin, lelet kerja nya",mentang gratis ongkir pengiriman sengaja di lambat lambatin lelet kerja nya,mentang gratis ongkos kirim pengiriman sengaja di lambat lambatin lelet kerja nya,1,Negatif,2026-04-13 02:56:03
sangat membantu untuk belanja barang2 yg kita perlukan. saran.. untuk toko yang menjual barang palsu agar di blacklist atau disuruh ganti rugi pada pembeli yg jadi korban jika tidak mau tokonya ditutup saja dan di blacklist ownernya toko. makasih.,sangat membantu untuk belanja barang yg kita perlukan saran untuk toko yang menjual barang palsu agar di blacklist atau disuruh ganti rugi pada pembeli yg jadi korban jika tidak mau tokonya ditutup saja dan di blacklist ownernya toko makasih,sangat membantu untuk belanja barang yg kita perlukan saran untuk toko yang menjual barang palsu agar di blacklist atau disuruh ganti rugi pada pembeli yg jadi korban jika tidak mau tokonya ditutup saja dan di blacklist ownernya toko makasih,5,Positif,2026-04-13 02:54:13
sangat membantu,sangat membantu,sangat membantu,5,Positif,2026-04-13 02:53:48
sangat membantu dalam mencari barang,sangat membantu dalam mencari barang,sangat membantu dalam mencari barang,5,Positif,2026-04-13 02:52:21
"kenapa sekarang pembayaran sering dibatalkan. alasan ""aktivitas yg tidak wajar"" padahal membeli di toko mall dan pembayaran tunai. alamat n nomor telepon juga jelas",kenapa sekarang pembayaran sering dibatalkan alasan aktivitas yg tidak wajar padahal membeli di toko mall dan pembayaran tunai alamat n nomor telepon juga jelas,kenapa sekarang pembayaran sering dibatalkan alasan aktivitas yg tidak wajar padahal membeli di toko mall dan pembayaran tunai alamat n nomor telepon juga jelas,5,Positif,2026-04-13 02:50:44
shopee paylater,shopee paylater,shopee paylater,5,Positif,2026-04-13 02:49:43
sangat membantu melengkapi segala kebutuhan,sangat membantu melengkapi segala kebutuhan,sangat membantu melengkapi segala kebutuhan,5,Positif,2026-04-13 02:44:25
semua mudah dengan shopee,semua mudah dengan shopee,semua mudah dengan shopee,5,Positif,2026-04-13 02:43:56
membantu sekali,membantu sekali,membantu sekali,5,Positif,2026-04-13 02:41:39
Mantafff...,mantafff,mantafff,5,Positif,2026-04-13 02:38:08
"ini shopee tidak berguna daftar akun lama mau login ke akun saya malah dicurigai bahkan pesanan saya lama, yang datang rusak, dan lagi pemulihan akun lama dasar shopee tidak berguna mau pesan eh malah M02/D02 dasar shopee tidak berguna fiturnya 🙏🏻 tolong berbaik fitur dasar shopee tidak berguna, ini ko pesanan masih di transit kapan shopee perbaiki nih",ini shopee tidak berguna daftar akun lama mau login ke akun saya malah dicurigai bahkan pesanan saya lama yang datang rusak dan lagi pemulihan akun lama dasar shopee tidak berguna mau pesan eh malah m d dasar shopee tidak berguna fiturnya tolong berbaik fitur dasar shopee tidak berguna ini ko pesanan masih di transit kapan shopee perbaiki nih,ini shopee tidak berguna daftar akun lama mau login ke akun saya malah dicurigai bahkan pesanan saya lama yang datang rusak dan lagi pemulihan akun lama dasar shopee tidak berguna mau pesan eh malah m d dasar shopee tidak berguna fiturnya tolong berbaik fitur dasar shopee tidak berguna ini ko pesanan masih di transit kapan shopee perbaiki ini,1,Negatif,2026-04-13 02:34:26
ok,ok,ok,5,Positif,2026-04-13 02:34:08
persulit ya,persulit ya,persulit ya,5,Positif,2026-04-13 02:33:38
"transaksi mudah, banyak diskonnya",transaksi mudah banyak diskonnya,transaksi mudah banyak diskonnya,5,Positif,2026-04-13 02:32:36
bagus cepat dan mudah di akses,bagus cepat dan mudah di akses,bagus cepat dan mudah di akses,5,Positif,2026-04-13 02:32:09
Bgs...,bgs,bgs,5,Positif,2026-04-13 02:31:28
top,top,top,5,Positif,2026-04-13 02:30:51
puasekali,puasekali,puasekali,5,Positif,2026-04-13 02:29:04
OK,ok,ok,5,Positif,2026-04-13 02:24:09
sagat puas belaja di shopee,sagat puas belaja di shopee,sagat puas belaja di shopee,5,Positif,2026-04-13 02:23:08
"pengembalian barang gk jelas , saya udah lakukan sesuai arahan,. ketika aket udah saya siapkan tapi kurir tak kunjung datang, bbrp hari kemudian uang tak balik dan status pun jadi selasai .tolong dong pihak shope uang saya kembaliin Krn barang rusak gk bisa di pakai",pengembalian barang gk jelas saya udah lakukan sesuai arahan ketika aket udah saya siapkan tapi kurir tak kunjung datang bbrp hari kemudian uang tak balik dan status pun jadi selasai tolong dong pihak shope uang saya kembaliin krn barang rusak gk bisa di pakai,pengembalian barang tidak jelas saya sudah lakukan sesuai arahan ketika aket sudah saya siapkan tapi kurir tak kunjung datang bbrp hari kemudian uang tak balik dan status pun jadi selasai tolong saja (partikel penegas) pihak shope uang saya kembaliin karena barang rusak tidak bisa di pakai,1,Negatif,2026-04-13 02:22:49
belanja di shopee lebih mudah dan cepat,belanja di shopee lebih mudah dan cepat,belanja di shopee lebih mudah dan cepat,5,Positif,2026-04-13 02:22:40
"Ratingnya akan saya ubah setelah masalah saya terselesaikan (komplain), tolong untuk pelayanannya ditingkatkan lagi. Trimakasih",ratingnya akan saya ubah setelah masalah saya terselesaikan komplain tolong untuk pelayanannya ditingkatkan lagi trimakasih,ratingnya akan saya ubah setelah masalah saya terselesaikan komplain tolong untuk pelayanannya ditingkatkan lagi trimakasih,1,Negatif,2026-04-13 02:19:17
keren,keren,keren,5,Positif,2026-04-13 02:18:09
"Tolong dong shopee kurir kalau asal kasih bukti foto barang sudah sampai jangan langsung dipercaya foto asal jebret minimal tampak rumah pengalaman menjengkelkan sama salah 1 kurir kalau kirim barang tdk konfirmasi dulu & barang dilempar pnh ada yg lecet direpotkan harus cari barang sendiri kealamat yg mana kurir salah antar, kurir g tanggung jawab sama sekali",tolong dong shopee kurir kalau asal kasih bukti foto barang sudah sampai jangan langsung dipercaya foto asal jebret minimal tampak rumah pengalaman menjengkelkan sama salah kurir kalau kirim barang tdk konfirmasi dulu barang dilempar pnh ada yg lecet direpotkan harus cari barang sendiri kealamat yg mana kurir salah antar kurir g tanggung jawab sama sekali,tolong saja (partikel penegas) shopee kurir kalau asal kasih bukti foto barang sudah sampai jangan langsung dipercaya foto asal jebret minimal tampak rumah pengalaman menjengkelkan sama salah kurir kalau kirim barang tdk konfirmasi dulu barang dilempar pnh ada yg lecet direpotkan harus cari barang sendiri kealamat yg mana kurir salah antar kurir tidak tanggung jawab sama sekali,2,Negatif,2026-04-13 02:11:20
yang jelas ongkirnya murah🤭😁😁,yang jelas ongkirnya murah,yang jelas ongkirnya murah,5,Positif,2026-04-13 02:08:05
"ga pernah beralih ke yg lain, selalu puas belanja disini....",ga pernah beralih ke yg lain selalu puas belanja disini,tidak pernah beralih ke yg lain selalu puas belanja disini,5,Positif,2026-04-13 02:07:46
masih gampang jadi celah orderan fiktif.,masih gampang jadi celah orderan fiktif,masih gampang jadi celah orderan fiktif,2,Negatif,2026-04-13 02:04:09
ok,ok,ok,3,Netral,2026-04-13 02:03:27
Excellent,excellent,excellent,5,Positif,2026-04-13 02:02:07
"halo shopee, knp bikin kebijakan nominasi produk terbaik kyk jebakan ya? Sudah posisi UPDATE & NOMINASIKAN diposisi update yg biasa kita pencet, otomatis terpencet. kemudian ditambah lagi harga kalian ganti sendiri pula tanpa persetujuan. Harga termurah Jual harga modal kami jadinya kagak untung kalian buat. jebakan ini namanya",halo shopee knp bikin kebijakan nominasi produk terbaik kyk jebakan ya sudah posisi update nominasikan diposisi update yg biasa kita pencet otomatis terpencet kemudian ditambah lagi harga kalian ganti sendiri pula tanpa persetujuan harga termurah jual harga modal kami jadinya kagak untung kalian buat jebakan ini namanya,halo shopee knp bikin kebijakan nominasi produk terbaik kyk jebakan ya sudah posisi update nominasikan diposisi update yg biasa kita pencet otomatis terpencet kemudian ditambah lagi harga kalian ganti sendiri pula tanpa persetujuan harga termurah jual harga modal kami jadinya kagak untung kalian untuk jebakan ini namanya,2,Negatif,2026-04-13 02:01:46
favv❤️,favv,favv,5,Positif,2026-04-13 01:58:26
shoppe adain pengiriman jnt dong klo hemat expres suka ilang paket ku dan suka di retur kurir hemat ga pernh nyampe rumah dan kurir nya galak2,shoppe adain pengiriman jnt dong klo hemat expres suka ilang paket ku dan suka di retur kurir hemat ga pernh nyampe rumah dan kurir nya galak,shoppe adain pengiriman jnt saja (partikel penegas) kalau hemat expres suka ilang paket ku dan suka di pengembalian barang kurir hemat tidak pernh nyampe rumah dan kurir nya galak,1,Negatif,2026-04-13 01:57:41
sangat puas,sangat puas,sangat puas,5,Positif,2026-04-13 01:57:20
harga lbh murah dari offline store cuma klo bs biaya adminnya jgn mahal2 donk,harga lbh murah dari offline store cuma klo bs biaya adminnya jgn mahal donk,harga lbh murah dari offline store cuma kalau bisa biaya adminnya jgn mahal donk,5,Positif,2026-04-13 01:55:11
ini baru bikin semangat belanja ku di shopyy,ini baru bikin semangat belanja ku di shopyy,ini baru bikin semangat belanja ku di shopyy,5,Positif,2026-04-13 01:54:35
cuka banget pokoknya mah,cuka banget pokoknya mah,cuka banget pokoknya mah,5,Positif,2026-04-13 01:54:07
sangat bagus dan mudah,sangat bagus dan mudah,sangat bagus dan mudah,5,Positif,2026-04-13 01:53:26
"pada saat lacak pengiriman kok peta nya gak sesuai dengan laporan pengiriman, yg dilaporan bilang kurir sedang menuju alamatmu tp di peta nya paket masih djakarta..🤦‍♂️",pada saat lacak pengiriman kok peta nya gak sesuai dengan laporan pengiriman yg dilaporan bilang kurir sedang menuju alamatmu tp di peta nya paket masih djakarta,pada saat lacak pengiriman kok peta nya tidak sesuai dengan laporan pengiriman yg dilaporan bilang kurir sedang menuju alamatmu tapi di peta nya paket masih djakarta,3,Netral,2026-04-13 01:51:16
terbantu dengan shopee yang bisa bayar bulanan,terbantu dengan shopee yang bisa bayar bulanan,terbantu dengan shopee yang bisa bayar bulanan,5,Positif,2026-04-13 01:50:05
selalu membantu ketika lapar dan butuh barang,selalu membantu ketika lapar dan butuh barang,selalu membantu ketika lapar dan butuh barang,5,Positif,2026-04-13 01:49:26
sangat memuaskan,sangat memuaskan,sangat memuaskan,5,Positif,2026-04-13 01:48:27
shopee emang debes bagus mantap,shopee emang debes bagus mantap,shopee memang debes bagus bagus/memuaskan,5,Positif,2026-04-13 01:48:22
shopee bagus.cuma barang y ditawarkan sering mengecewakan / gak sesuai dg y dipromosikan oleh penjual,shopee bagus cuma barang y ditawarkan sering mengecewakan gak sesuai dg y dipromosikan oleh penjual,shopee bagus cuma barang y ditawarkan sering mengecewakan tidak sesuai dg y dipromosikan oleh penjual,5,Positif,2026-04-13 01:42:29
untuk metode pembayaran sangat mudah,untuk metode pembayaran sangat mudah,untuk metode pembayaran sangat mudah,5,Positif,2026-04-13 01:37:02
kereen,kereen,kereen,5,Positif,2026-04-13 01:36:46
Sangat membantu,sangat membantu,sangat membantu,5,Positif,2026-04-13 01:36:39
Oke,oke,oke,5,Positif,2026-04-13 01:34:38
"lama banget pengiriman nya paket ku hampir 1 bulan nggk nyampe""😡mohon lebih diperhatikn lagi untuk pengiriman nya 🙏",lama banget pengiriman nya paket ku hampir bulan nggk nyampe mohon lebih diperhatikn lagi untuk pengiriman nya,lama banget pengiriman nya paket ku hampir bulan nggk nyampe mohon lebih diperhatikn lagi untuk pengiriman nya,2,Negatif,2026-04-13 01:30:44
mantap dan amanah,mantap dan amanah,bagus/memuaskan dan amanah,5,Positif,2026-04-13 01:25:15
good,good,good,5,Positif,2026-04-13 01:24:57
mudah di gunakan ..,mudah di gunakan,mudah di gunakan,5,Positif,2026-04-13 01:23:54
"Jeleknya aplikasi Shopee yaitu, setiap kita buka aplikasi langsung diarahkan lihat ""LIVE"". Padahal saya buka Shopee mau cari barang, tidak mau lihat live.",jeleknya aplikasi shopee yaitu setiap kita buka aplikasi langsung diarahkan lihat live padahal saya buka shopee mau cari barang tidak mau lihat live,jeleknya aplikasi shopee yaitu setiap kita buka aplikasi langsung diarahkan lihat live padahal saya buka shopee mau cari barang tidak mau lihat live,1,Negatif,2026-04-13 01:23:47
masih juaraa,masih juaraa,masih juaraa,5,Positif,2026-04-13 01:22:43
sangat Bagus,sangat bagus,sangat bagus,5,Positif,2026-04-13 01:16:01
Banyak discontnya,banyak discontnya,banyak discontnya,4,Positif,2026-04-13 01:15:49
mantap,mantap,bagus/memuaskan,5,Positif,2026-04-13 01:15:12
membantu,membantu,membantu,4,Positif,2026-04-13 01:14:57
top,top,top,5,Positif,2026-04-13 01:14:25
mudah dan praktis banget.. sya cukup puas..o,mudah dan praktis banget sya cukup puas o,mudah dan praktis banget sya cukup puas o,5,Positif,2026-04-13 01:12:48
Shopee ini sangat baikk,shopee ini sangat baikk,shopee ini sangat baikk,5,Positif,2026-04-13 01:11:15
"selalu menjadi andalan, Terima kasih shopee",selalu menjadi andalan terima kasih shopee,selalu menjadi andalan terima kasih shopee,5,Positif,2026-04-13 01:10:33
bagus bisa buat belanja lebih mudah,bagus bisa buat belanja lebih mudah,bagus bisa untuk belanja lebih mudah,4,Positif,2026-04-13 01:10:05
bagus sangat mudah berbelanja ketika menggunakan aplikasi ini,bagus sangat mudah berbelanja ketika menggunakan aplikasi ini,bagus sangat mudah berbelanja ketika menggunakan aplikasi ini,5,Positif,2026-04-13 01:08:04
pengalaman adalah ilmu buat aku,pengalaman adalah ilmu buat aku,pengalaman adalah ilmu untuk aku,5,Positif,2026-04-13 01:05:02
"masa uang saya gak dikembalikan,barang gak dapet uangnya gak di kembalikan",masa uang saya gak dikembalikan barang gak dapet uangnya gak di kembalikan,masa uang saya tidak dikembalikan barang tidak dapet uangnya tidak di kembalikan,1,Negatif,2026-04-13 01:04:29
saya suka dengan apk Shopee karena bisa memudahkandan membantu saya dalam berbelanja tanpa harus keluar rumah untuk mencari barang yang di butuhkan.trimakasih 🙏,saya suka dengan apk shopee karena bisa memudahkandan membantu saya dalam berbelanja tanpa harus keluar rumah untuk mencari barang yang di butuhkan trimakasih,saya suka dengan apk shopee karena bisa memudahkandan membantu saya dalam berbelanja tanpa harus keluar rumah untuk mencari barang yang di butuhkan trimakasih,4,Positif,2026-04-13 01:02:04
ok,ok,ok,5,Positif,2026-04-13 00:56:42
shopee skrg bener² bad apa² dijawab sama ai yg jawabannya annoying bgt lalu sudah membuat laporan ke shope sudah lebih dari 2 minggu tidak ada progres sama skli cuma disuru bersabar bersabar jelek bgt,shopee skrg bener bad apa dijawab sama ai yg jawabannya annoying bgt lalu sudah membuat laporan ke shope sudah lebih dari minggu tidak ada progres sama skli cuma disuru bersabar bersabar jelek bgt,shopee skrg bener bad apa dijawab sama ai yg jawabannya annoying banget lalu sudah membuat laporan ke shope sudah lebih dari minggu tidak ada progres sama skli cuma disuru bersabar bersabar jelek banget,1,Negatif,2026-04-13 00:55:58
"parahhh bener shoppe,bener bener kecewa aslii,masa iya saldo gw di potong buat pembayaran shoppe vip,padahal kaga pernah langganan shoppe vip,tiba tiba bener kepotong saldo gw,hadehhh",parahhh bener shoppe bener bener kecewa aslii masa iya saldo gw di potong buat pembayaran shoppe vip padahal kaga pernah langganan shoppe vip tiba tiba bener kepotong saldo gw hadehhh,parahhh bener shoppe bener bener kecewa aslii masa iya saldo gw di potong untuk pembayaran shoppe vip padahal kaga pernah langganan shoppe vip tiba tiba bener kepotong saldo gw hadehhh,1,Negatif,2026-04-13 00:55:37
shopee oke,shopee oke,shopee oke,5,Positif,2026-04-13 00:53:49
sangat membantu,sangat membantu,sangat membantu,5,Positif,2026-04-13 00:51:40
"saat awal buka aplikasi langsung diarahkan ke video, jadi lama bukanya kadang lag",saat awal buka aplikasi langsung diarahkan ke video jadi lama bukanya kadang lag,saat awal buka aplikasi langsung diarahkan ke video jadi lama bukanya kadang lambat merespons,4,Positif,2026-04-13 00:50:52
biar bintang yang menjawab,biar bintang yang menjawab,biar bintang yang menjawab,5,Positif,2026-04-13 00:48:33
knpa saya mebyar pay later. kok nominal nya bnyak bnget. cmn brng 1 yang saya ambil kok bnyak yang di bayar,knpa saya mebyar pay later kok nominal nya bnyak bnget cmn brng yang saya ambil kok bnyak yang di bayar,knpa saya mebyar pay later kok nominal nya bnyak bnget cmn brng yang saya ambil kok bnyak yang di bayar,5,Positif,2026-04-13 00:42:32
Shopee aplikasi terbaik untuk memenuhi kebutuhan konsumen,shopee aplikasi terbaik untuk memenuhi kebutuhan konsumen,shopee aplikasi terbaik untuk memenuhi kebutuhan konsumen,5,Positif,2026-04-13 00:40:54
shopee sangat bagus,shopee sangat bagus,shopee sangat bagus,5,Positif,2026-04-13 00:39:08
Mantap,mantap,bagus/memuaskan,5,Positif,2026-04-13 00:37:49
aku ngga suka iklan yg sering ganggu orang LG lihat aplikasi lain..,aku ngga suka iklan yg sering ganggu orang lg lihat aplikasi lain,aku tidak suka iklan yg sering ganggu orang sedang/lagi lihat aplikasi lain,3,Netral,2026-04-13 00:37:47
"Terimakasih shopee,",terimakasih shopee,terimakasih shopee,5,Positif,2026-04-13 00:36:34
bagus,bagus,bagus,5,Positif,2026-04-13 00:34:32
"Nyaman aja sih pakai Shopee, tapi lama-lama agak jengkel juga kalau tiap buka aplikasi lain selalu muncul iklan Shopee.",nyaman aja sih pakai shopee tapi lama lama agak jengkel juga kalau tiap buka aplikasi lain selalu muncul iklan shopee,nyaman saja partikel penegas pakai shopee tapi lama lama agak jengkel juga kalau tiap buka aplikasi lain selalu muncul iklan shopee,2,Negatif,2026-04-13 00:33:12
mempermudah pemesanan,mempermudah pemesanan,mempermudah pemesanan,5,Positif,2026-04-13 00:32:30
kok kurirnya ga ramah banget,kok kurirnya ga ramah banget,kok kurirnya tidak ramah banget,1,Negatif,2026-04-13 00:31:04
Aku suka banget belanja di shopee banyak banget barang2 bagus disini. Pokoknya the best,aku suka banget belanja di shopee banyak banget barang bagus disini pokoknya the best,aku suka banget belanja di shopee banyak banget barang bagus disini pokoknya the best,5,Positif,2026-04-13 00:30:38
CS shopee susah dihubungi selalu dikasih AI. sibuk terus.. konyol.,cs shopee susah dihubungi selalu dikasih ai sibuk terus konyol,cs shopee susah dihubungi selalu dikasih ai sibuk terus konyol,2,Negatif,2026-04-13 00:29:08
"stop geer deh, iklan mulu lagi enak' baca novel tb' masuk shopee gua lagi kga pengen beli woi, kga pencet shopee tb' masuk sendiri apaan coba, ganggu woi!!!! di diemin makin menjadi', di perbaiki lagi dong!!!!!! GAJEEEE",stop geer deh iklan mulu lagi enak baca novel tb masuk shopee gua lagi kga pengen beli woi kga pencet shopee tb masuk sendiri apaan coba ganggu woi di diemin makin menjadi di perbaiki lagi dong gajeeee,stop geer partikel penegas iklan mulu lagi enak baca novel tb masuk shopee gua lagi kga pengen beli woi kga pencet shopee tb masuk sendiri apaan coba ganggu woi di diemin makin menjadi di perbaiki lagi saja (partikel penegas) gajeeee,1,Negatif,2026-04-13 00:25:47
sangat bagus,sangat bagus,sangat bagus,5,Positif,2026-04-13 00:23:28
puas belanja di shoppe karena harganya sangat terjangkau,puas belanja di shoppe karena harganya sangat terjangkau,puas belanja di shoppe karena harganya sangat terjangkau,5,Positif,2026-04-13 00:22:19
sopi sangat membantu masarakat,sopi sangat membantu masarakat,sopi sangat membantu masarakat,5,Positif,2026-04-13 00:21:02
tolong beri fitur hapus riwayat pesanan,tolong beri fitur hapus riwayat pesanan,tolong beri fitur hapus riwayat pesanan,4,Positif,2026-04-13 00:20:05
cukup baik,cukup baik,cukup baik,4,Positif,2026-04-13 00:15:58
mantap,mantap,bagus/memuaskan,5,Positif,2026-04-13 00:11:44
sangat bagus,sangat bagus,sangat bagus,5,Positif,2026-04-13 00:09:53
sangat suka khasnya fitur bisa pembatalan langsung oleh pembeli saat awal memesan,sangat suka khasnya fitur bisa pembatalan langsung oleh pembeli saat awal memesan,sangat suka khasnya fitur bisa pembatalan langsung oleh pembeli saat awal memesan,5,Positif,2026-04-13 00:08:16
spx tai promo tai,spx tai promo tai,spx tai promosi/diskon tai,1,Negatif,2026-04-13 00:06:49
"MANATAB AKU SERING DAPAT HARGA MURAH DAN SANGAT MURAH, BANYAK JUGA VOCHER NAY",manatab aku sering dapat harga murah dan sangat murah banyak juga vocher nay,manatab aku sering dapat harga murah dan sangat murah banyak juga vocher nay,5,Positif,2026-04-13 00:06:25
eh ktl gw lgi nonton dracin bgst np susah di skip si iklan ny ajc mmw jmbuy asuy,eh ktl gw lgi nonton dracin bgst np susah di skip si iklan ny ajc mmw jmbuy asuy,eh ktl gw lagi nonton dracin bgst np susah di skip si iklan ny ajc mmw jmbuy asuy,1,Negatif,2026-04-13 00:06:03
"SANGAT BERSYUKUR SAMA Allah Swt🤗 Alhamdulillah hp sudah upgrade jadi performa shopee mantap . Allahumma Baarik aku jadi Platinum member shopee. banyak diskon dan voucher, TERUS MUDAH UTK RETUR DAN PENGEMBALIAN DANA JIKA BARANG TIDAK SESUAI ATAU RUSAK ❤️",sangat bersyukur sama allah swt alhamdulillah hp sudah upgrade jadi performa shopee mantap allahumma baarik aku jadi platinum member shopee banyak diskon dan voucher terus mudah utk retur dan pengembalian dana jika barang tidak sesuai atau rusak,sangat bersyukur sama allah swt alhamdulillah hp sudah upgrade jadi performa shopee bagus/memuaskan allahumma baarik aku jadi platinum member shopee banyak diskon dan kupon diskon terus mudah untuk pengembalian barang dan pengembalian dana jika barang tidak sesuai atau rusak,5,Positif,2026-04-13 00:05:48
iklannya maksa kali,iklannya maksa kali,iklannya maksa kali,1,Negatif,2026-04-13 00:05:15
Buat Belanja Online Recommended... PROMO diskon Harga Di Perbesar lagi Diskon nya. Juga PROMO Ongkir.,buat belanja online recommended promo diskon harga di perbesar lagi diskon nya juga promo ongkir,untuk belanja online direkomendasikan promosi/diskon diskon harga di perbesar lagi diskon nya juga promosi/diskon ongkos kirim,5,Positif,2026-04-13 00:04:20
"untuk shopee pengiriman barang sangat lambat sekali karena saya pesan dari bulan kemarin barang saya masih belum sampai2 juga, tolong di perbaiki saya nunggu lama sekali. kalau masih begini aja saya mungkin pesan di platfrom lain yg lebih cepat.",untuk shopee pengiriman barang sangat lambat sekali karena saya pesan dari bulan kemarin barang saya masih belum sampai juga tolong di perbaiki saya nunggu lama sekali kalau masih begini aja saya mungkin pesan di platfrom lain yg lebih cepat,untuk shopee pengiriman barang sangat lambat sekali karena saya pesan dari bulan kemarin barang saya masih belum sampai juga tolong di perbaiki saya nunggu lama sekali kalau masih begini saja saya mungkin pesan di platfrom lain yg lebih cepat,5,Positif,2026-04-13 00:04:01
aplikasi ini memang bagus,aplikasi ini memang bagus,aplikasi ini memang bagus,5,Positif,2026-04-12 23:58:17
kalau bisa kang paketnya jangan jam 11 malam nganter paket walaupun TDK cod tapi teriak paket kalau Uda malam terasa menyeramkan😬,kalau bisa kang paketnya jangan jam malam nganter paket walaupun tdk cod tapi teriak paket kalau uda malam terasa menyeramkan,kalau bisa kang paketnya jangan jam malam nganter paket walaupun tdk Cash on Delivery (bayar di tempat) tapi teriak paket kalau uda malam terasa menyeramkan,5,Positif,2026-04-12 23:44:06
saya suka belanja di shopee nggak ribet dan banyak pilihan nya,saya suka belanja di shopee nggak ribet dan banyak pilihan nya,saya suka belanja di shopee tidak rumit/tidak praktis dan banyak pilihan nya,5,Positif,2026-04-12 23:40:20
semua ada di shopee,semua ada di shopee,semua ada di shopee,5,Positif,2026-04-12 23:38:50
responnya cepat harga ekonomis,responnya cepat harga ekonomis,responnya cepat harga ekonomis,5,Positif,2026-04-12 23:34:59
Sangat memuaskan belanja di Shopee,sangat memuaskan belanja di shopee,sangat memuaskan belanja di shopee,5,Positif,2026-04-12 23:34:20
bagus dan lancar,bagus dan lancar,bagus dan lancar,4,Positif,2026-04-12 23:33:30
sangat senang,sangat senang,sangat senang,5,Positif,2026-04-12 23:31:57
Aplikasia bagus banget,aplikasia bagus banget,aplikasia bagus banget,5,Positif,2026-04-12 23:31:12
aplikasi belanja sangat membantu,aplikasi belanja sangat membantu,aplikasi belanja sangat membantu,5,Positif,2026-04-12 23:30:38
biar bintang saja yang berbicara,biar bintang saja yang berbicara,biar bintang saja yang berbicara,5,Positif,2026-04-12 23:30:34
bagus,bagus,bagus,5,Positif,2026-04-12 23:21:47
saya bersukur punya aplikasi seperti ini sangat membantu terimakasih shopee,saya bersukur punya aplikasi seperti ini sangat membantu terimakasih shopee,saya bersukur punya aplikasi seperti ini sangat membantu terimakasih shopee,5,Positif,2026-04-12 23:19:20
bagus aplikasi nya suka ada promo dan potongan harga,bagus aplikasi nya suka ada promo dan potongan harga,bagus aplikasi nya suka ada promosi/diskon dan potongan harga,5,Positif,2026-04-12 23:19:17
sangat baik,sangat baik,sangat baik,5,Positif,2026-04-12 23:17:20
aplikasi lom dicoba dikasih 4 bintang dulu,aplikasi lom dicoba dikasih bintang dulu,aplikasi lom dicoba dikasih bintang dulu,4,Positif,2026-04-12 23:17:19
mantap tapi sayang pengguna lama voucher nya gitu² aja,mantap tapi sayang pengguna lama voucher nya gitu aja,bagus/memuaskan tapi sayang pengguna lama kupon diskon nya gitu saja,5,Positif,2026-04-12 23:05:09
sangat puas belanja di shopee..,sangat puas belanja di shopee,sangat puas belanja di shopee,5,Positif,2026-04-12 23:04:57
jadi langganan kalau sedang membutuhkan barang2 keperluan. dan tolong min diskon dan gratis ongkirnya diperbanyak lagi ya setiap harinya. agak susah kalau harus belinya satu2 😅 pokoknya pertahanin ya bintangnya agar kami pembeli tambah semangat lagi belanja 😅😅,jadi langganan kalau sedang membutuhkan barang keperluan dan tolong min diskon dan gratis ongkirnya diperbanyak lagi ya setiap harinya agak susah kalau harus belinya satu pokoknya pertahanin ya bintangnya agar kami pembeli tambah semangat lagi belanja,jadi langganan kalau sedang membutuhkan barang keperluan dan tolong min diskon dan gratis ongkirnya diperbanyak lagi ya setiap harinya agak susah kalau harus belinya satu pokoknya pertahanin ya bintangnya agar kami pembeli tambah semangat lagi belanja,5,Positif,2026-04-12 23:03:27
"Tiap pesan barang selalu stuck ditempat padahal barang itu pingin buru buru dipakai, jadi sekarang kalau barang yang sangat diperlukan gak pesan di shopee lagi krn pasti gak akan sampai ketika waktu diperlukan.. kecewa sama aplikasinya..",tiap pesan barang selalu stuck ditempat padahal barang itu pingin buru buru dipakai jadi sekarang kalau barang yang sangat diperlukan gak pesan di shopee lagi krn pasti gak akan sampai ketika waktu diperlukan kecewa sama aplikasinya,tiap pesan barang selalu stuck ditempat padahal barang itu pingin buru buru dipakai jadi sekarang kalau barang yang sangat diperlukan tidak pesan di shopee lagi karena pasti tidak akan sampai ketika waktu diperlukan kecewa sama aplikasinya,3,Netral,2026-04-12 23:02:50
pengiriman barang..bagus kurir2 nya.keren..amanah..sopan pokok nya.good..aja,pengiriman barang bagus kurir nya keren amanah sopan pokok nya good aja,pengiriman barang bagus kurir nya keren amanah sopan pokok nya good saja,5,Positif,2026-04-12 23:02:38
mantap,mantap,bagus/memuaskan,5,Positif,2026-04-12 23:02:06
Produknya ok,produknya ok,produknya ok,5,Positif,2026-04-12 22:58:45
bagus,bagus,bagus,5,Positif,2026-04-12 22:58:14
suka bngt pke shopee,suka bngt pke shopee,suka banget pke shopee,5,Positif,2026-04-12 22:56:38
shopee pilihan belanja paling bagus👍👍👍,shopee pilihan belanja paling bagus,shopee pilihan belanja paling bagus,5,Positif,2026-04-12 22:55:07
bgmn caraanxa atasi akun di batasi,bgmn caraanxa atasi akun di batasi,bgmn caraanxa atasi akun di batasi,5,Positif,2026-04-12 22:53:53
bagus,bagus,bagus,5,Positif,2026-04-12 22:51:36
apk e-commerce yang sangat recommended,apk e commerce yang sangat recommended,apk e commerce yang sangat direkomendasikan,5,Positif,2026-04-12 22:45:30
koin terlalu dikit tambah lgi,koin terlalu dikit tambah lgi,koin terlalu dikit tambah lagi,1,Negatif,2026-04-12 22:44:21
