review,rating,tanggal
oengiriman spx lama,1,2026-04-13 07:24:23
mantul,5,2026-04-13 07:20:34
"cukup puas, cukup membantu",5,2026-04-13 07:16:41
Oke nice,5,2026-04-13 07:15:30
Suka sekali,5,2026-04-13 07:12:36
shopee is the best,5,2026-04-13 07:12:20
"udah besti sama kurir meskipun pengiriman agak lama gpp lah, tapi kalo bisa lebih cepat lebih baik",5,2026-04-13 07:11:58
"hidup cuma sebentar, kemungkinan batrenya CPT abis",5,2026-04-13 07:09:21
shopee sangat membatu untuk menemukan barang-barang yang tidak ada atau pun yang belum tersedia di toko terdekat kita. terimakasih,5,2026-04-13 07:09:05
"Ini aplikasi udh di upgrade tp malah gak bisa foto pesanan yg udh nyampe (harus video). upgrade sih malah bikin ribet, udh bener kayak sebelumnya foto + video, sekarang malah video doang buat pesanan yg udh nyampe. (13/04/26)",2,2026-04-13 07:08:42
aplikasinya good sih tapi kurangin yang ada penipuannya ya?,5,2026-04-13 07:07:43
keseringan barang yg datang ga sesuai kualitas barang buruk,1,2026-04-13 07:07:20
shoppe murah meriah,5,2026-04-13 07:04:14
"makin kesini sistem nya makin ngaco, udh ada pajak buat seler dan ada potongan lain juga GK jelas, jualan jadi GK ada untung nya sama sekali di shopee. udh mah shopeefood nya juga pengalamannya ngaco argo kecil, mending pindah ke platform lain lah",2,2026-04-13 07:01:25
"Tolong sistemnya diperbaiki lagi, saya order 2 menu tapj yang dikirim cuma satu. Sangat2 tidak confinience dan rugi waktu udah nunggu lama!!!",2,2026-04-13 06:59:28
"kecewa berat pada app Shopee ini sangat"" kecewa masa pesan di app ini prtama kali nya di buat kecewa karena paket tidak datang "" padahal di app lain cepat tapi di app ini sungguh "" mengecewakan 🤬",1,2026-04-13 06:58:50
mantap thebest cma syng blom blom aktifkan spaylater.......... makasi shopee skrng bs belanja barang pakai limit dan dicicil sungguh sangat membantu dan berguna semakin suka belanja dishopee barang harga murah tpi berkualitas mantap,5,2026-04-13 06:58:33
"saya buka aplikasi lain ga ada masalah sama koneksi, saya buka shopee dan mau pesen makan malah gangguan padahal buka aplikasi lain lancar saran aja ya kalo emang masih gangguan tolong di berhentikan aja shopefood nya",1,2026-04-13 06:58:18
bisa d andalkan utk belanja. mau harga murah sampe mahal ada.,5,2026-04-13 06:57:48
mantapppppppp,5,2026-04-13 06:57:14
banyak barang gak sesuai hampir semua yang gw pesen gak sesuai dengan gambar,2,2026-04-13 06:56:56
"capek,,,, konfirmasi usia kenapa harus pakek shopee pay,,,, gabisa pakek cara lain kah????? ngehambat orang mau belanja aja",5,2026-04-13 06:55:31
aplikasi shopee bagus tidak repot kurir nya ramah barang sesuai pesanan,5,2026-04-13 06:54:54
saya suka shopee Karena memberikan promo menarik dan aplikasi sangat terpercaya,5,2026-04-13 06:54:06
cocok untuk blanja online bisa di pecaya aman dan cepat,5,2026-04-13 06:53:32
membatu,5,2026-04-13 06:53:15
semakin baik dari waktu ke waktu.,5,2026-04-13 06:48:17
ok,5,2026-04-13 06:47:27
byk barang tinggal pilih... harga murah,5,2026-04-13 06:47:04
pemula hadir,1,2026-04-13 06:45:34
tolonglah kenapa paket saya slalu tidak pernah sampai dan malah dibatalkan/diretur saat sudah melewati estimasi kedatangan. padahal saya selalu menunggu barang itu..,1,2026-04-13 06:43:41
Seneng belanja di shopee.. selalu Puas,5,2026-04-13 06:40:46
bagus kok🗿🗿,5,2026-04-13 06:39:28
Sekarang apk shopee jelek,5,2026-04-13 06:39:19
"puas blanja di sopee, apa lagi blanja nya di toko bandar power, barang nya asli",5,2026-04-13 06:39:07
Shopee kenpa tidak bisa COD lagi,3,2026-04-13 06:35:20
jossss,5,2026-04-13 06:34:19
kemudahan dalam memilih produk,5,2026-04-13 06:31:14
kok aku beli shopee food lama bener dapat orderan nyo,3,2026-04-13 06:30:07
belanja di shopee semua lebih mudah,5,2026-04-13 06:28:31
mantap,5,2026-04-13 06:27:31
Sangat membantu untuk mencari dan memenuhi kebutuhan ... semua tersedia semua murah semua bagus layanan baik.,5,2026-04-13 06:26:30
dulu pengiriman cepat sekarang telat sekali,3,2026-04-13 06:25:13
Bagus memuaskan,5,2026-04-13 06:24:51
ok memuaskan,5,2026-04-13 06:24:12
sangat mempermudah belanja dan layanan csnya bagus ...langsung tanggap,5,2026-04-13 06:23:44
baik,5,2026-04-13 06:23:01
mempermudah dalam mencari barang yang tepat...,5,2026-04-13 06:23:01
"saya suka dengan aplikasi ini,,cuman ada sedikit trouble disaat kita terlalu banyak buka halaman..tapi mantap lah",5,2026-04-13 06:19:09
sangat puas,5,2026-04-13 06:13:09
semoga tambah maju lagi dan is the best pelayanannya terima kasih sudah menjadi layanan masyarakat yang jujur dan amanah saya akhiri wasalamualaikum wr wb ustad kemett,5,2026-04-13 06:11:44
so far so good... 👍🏼,5,2026-04-13 06:10:06
"bagus sih buat belanja, tapi iklannya loh yang bikin kesel, kalau sekedar iklan biasa sih gpp, tapi salah klik aja udah langsung pindah alam ke aplikasinya, sumpah kesel bgt, itu aja sih minusnya, tapi tolong di perbaiki lagi",3,2026-04-13 06:09:20
shopee selalu dihati,5,2026-04-13 06:09:08
ber mapaat,5,2026-04-13 06:08:54
Aplikasi yg sangat membantu untuk mencari keperluan,5,2026-04-13 06:08:50
mantap,5,2026-04-13 06:06:52
cuma bintang yg bicara,5,2026-04-13 06:03:14
"kenapa di akun ku skrng gk bisa COD lagi? setiap kali mau checkout selalu di suruh menggunakan spaylater selain menggunakan spaylater selalu gk bisa, di ubah dong shopee gw milih shopee karna di sini barang nya murah² dan sistemnya juga simpel, tpi klo di bikin rumit bukan cuma gw yg bakal pindah ke apk sebelah",3,2026-04-13 05:59:26
nggak pernah bosen belanja di aplikasi satu ini🥰semoga makin sukses,5,2026-04-13 05:59:12
bagus,5,2026-04-13 05:55:09
sangat bagus,5,2026-04-13 05:55:05
mantap shopee....tingkatkan terus layanan...makasih banyak,5,2026-04-13 05:54:24
Shopee sangat bagus,5,2026-04-13 05:50:23
"sejauh ini belanja di shopee puas ,barang sesuai dgn pesanan ,kurir nya baik dan ramah,realpict",5,2026-04-13 05:50:22
"sangat bagus banget untuk males keluar dan beli sesuatu, lebih baik beli di shopee, dijamin aman dan bagus👍👍👍",5,2026-04-13 05:49:53
"tempat dimana seller nya banyak yg licik. tolong shopee bagaimana caranya supaya harga murah yg di show benar-benar utk item barang tsb. penipu sering menjebak dengan menampilkan harga murah pdhl bukan barang yg di show di profil, tp karena ada pilihan lain, dan itulah sbenarnya yg murah. bukan barang yg ditunjukkan di profil depan. edit: tolonglah kasih tools utk block/banned seller yg spt saya sebutkan diatas... krn isinya di shopee 80% spt itu",3,2026-04-13 05:46:28
mantap. tepat waktu,5,2026-04-13 05:45:52
Belanja lebih mudah dan praktis,5,2026-04-13 05:43:09
sangat cocok,5,2026-04-13 05:41:22
kenapa setiap pesan shope food ga pernah dapat driver,1,2026-04-13 05:40:04
puas belanja di shopee,5,2026-04-13 05:39:42
Banyak promo dan barang-barang yang menarik untuk dibeli.,5,2026-04-13 05:38:28
"benci banget liat app ini sekarang, di bagian shopee food nya gak bisa pesan makan yg agak jauh dari lokasi customer. yg di tampilkan malah kedai² yg dekat lokasi, cus juga mau makan yg enak kalii, yg Deket itu makanan² yg kurang menurut customer,, pliss lah di perbarui sistem nya",1,2026-04-13 05:37:21
suka sih belanja di aplikasi shopee ini mudah dan gak harus keluar rumah.tapi kenapa Minggu ini shopee nonaktifkan cod ku padahal aku gak pernah return barang malah aku di cancel 2x sama tokonya lo. tolong aktif kan lagi cod kak 🙏,5,2026-04-13 05:36:46
"barang bagus ngga ngecewain kurir ramah,sukses selalu",5,2026-04-13 05:36:42
Bagus dan murah,5,2026-04-13 05:35:52
g ribet,5,2026-04-13 05:34:12
sangat membantu jika malas keluar rumah /sibuk bekeeja,5,2026-04-13 05:32:30
sangat puas,5,2026-04-13 05:32:03
"ini kenapa ya paket pengirimannya lama banget sampe hampir 2 minggu belum sampe juga, mana banyak dan udah di bayar, paket cuma stuck di satu titik ga jalan jalan. kalo emang pesanan melonjak harusnya di antisipasi sebelumnya jangan malah expedisi lain di hapus cuma ngandelin spx Shopee doang. malah ada paket yang keterangannya sudah sampai tapi kenyataannya tidak ada. ini pertanggung jawabannya mana?",1,2026-04-13 05:31:52
bagus mempermudah,5,2026-04-13 05:31:37
ok,5,2026-04-13 05:28:21
sangat membantu👍🏻,5,2026-04-13 05:28:14
belum d perbaiki jg y..???!!! masih sering ngeleg..!!! jd nya LELET..!!! LEMOT..!!! jg sering mental / keluar sendiri dr aplikasi..ayo segera d perbaiki..!!!??? KLO nggak tutupi aja aplikasi shopee ini..!!! menjengkelkan..!!!,1,2026-04-13 05:28:11
pelayanan cepat dan memuaskan,5,2026-04-13 05:27:04
buat pengirimannya tolong di perbaiki,1,2026-04-13 05:24:41
ketika paket dipeking membutuhkan kan Waktu yang lama sehingga pengiriman nya di tunda menjadi beberapa hari lagi kedepan pokok nya pelayan shoopee super lelet dan sangatlah lama tidak menjunjung efesiensi taat kerja dan waktu yang terbuang mohon kak di perbaiki lagi layanan nya 🙏🏻🙏🏻🙏🏻,1,2026-04-13 05:20:55
"belanja puas,barang2 pun bagus",5,2026-04-13 05:19:14
baik,1,2026-04-13 05:18:23
"aplikasi belanja online tersampah. iklan di mana mana , tapi aplikasinya ga guna. benar benar sampah",1,2026-04-13 05:17:59
gak jelas pengiriman nya massa udh di kurir di balikin ke Matraman 😠😠,1,2026-04-13 05:17:35
bagus dalam sistem penjualan nya dan amanah untuk para penjualnua nyaman n seneng belanja pakai aplikasi shopee pengiriman juga cepat kurir ramah,4,2026-04-13 05:15:24
sangat bermanfaat,5,2026-04-13 05:13:40
"good,,,harus ada teguran ke toko nya jika ada barang palsu atau komplain,,agar customer/pembeli tidak di kecewakan",5,2026-04-13 05:12:17
sangat mantap,5,2026-04-13 05:05:11
sangat membantu dalam pencarian barang yang kita inginkan,5,2026-04-13 05:04:26
belanja mudah dan nyaman.semoga semakin baik dlm mnjaga pelanggan.,5,2026-04-13 05:03:51
mantap,5,2026-04-13 05:02:50
"untuk pihak shopee, tolong dong waktu buka apk nya jangan langsung masuk ke tampilan live & video lebih baik tampilan awalnya beranda saja. jujur ngeganggu bngt bikin hp lag 🙏",4,2026-04-13 05:01:17
bagus hanya harus sering diupdate,5,2026-04-13 05:01:07
"makin seneng belanja dishopee,lebih murah ,lebih hemat dan amanah.",5,2026-04-13 05:00:07
"bintang 1 untuk layanan pengiriman, 5 hari paket stuck tak ada kemajuan",1,2026-04-13 04:59:41
w.o.w,5,2026-04-13 04:59:32
"aplikasinya bagus,tapi tolong dong iklannya di kurangin,tiap lagi nonton,baca novel,dengerin music,selalu ada iklan shopee, ga ada pencet apa² tiba² masuk di iklan shopee, lebih di kurangin ya admin iklan²nya,mengganggu pekerjaan banget soalnya",3,2026-04-13 04:59:11
terimakasih,5,2026-04-13 04:58:36
baik,5,2026-04-13 04:57:32
"online shop terburuk yg pernah ada. barang saya 1 minggu tidak bergerak, tidak ada pertanggung jawaban, dan CSnya sangat kurang ajar saat di chat. sangat merugikan konsumen. seharusnya aplikasi penipu seperti ini di banned dari negara Indonesia",1,2026-04-13 04:53:47
shopee pembohong saya sudah dapat semua telur tiba tiba tidak bisa masuk lagi /tidak dapat,1,2026-04-13 04:52:26
kurir SPX tidak mengantarkan paket sampai alamat rumah.,2,2026-04-13 04:50:02
barangnya bagus.,5,2026-04-13 04:44:51
jujur agak kecewa dengan jasa pengirimannya masak beli dekat dengan jarak 80 km membutuhkan waktu 5 hari padahal di aplikasi estimasi tiba cuma 2-3 hari. maafda aku pindah ke aplikasi lain,1,2026-04-13 04:42:13
membantu,5,2026-04-13 04:41:38
soal pengiriman sangat lambat,1,2026-04-13 04:40:49
mememuhi kebutuhan jd lebih mudah. Apapun tersedia dan banyak pilihan 🙏🏻,5,2026-04-13 04:40:48
good and recommended,5,2026-04-13 04:39:56
dri dulu sampai sekarang masih tetep bagus..🙏👍👍,5,2026-04-13 04:37:52
bagus dan mantap,5,2026-04-13 04:35:12
bahus,5,2026-04-13 04:33:29
Paket saya yang estimasinya 7-8 April hingga sekarang 13 april belum juga tiba.. padahal saya sudah melakukan pelaporan paket belum tiba & melewati estimasinya 2 kali‼️ Dan estimasinya di tambah oleh pihak Shoope sendiri.. dan juga di suruh menunggu terus gak ada update paket saya mulai dari tanggal 30 Maret sampai hari ini.. Tolong di bantu karena saya perlu bangeeet,1,2026-04-13 04:32:18
good,5,2026-04-13 04:29:37
sering ngebug masuk apk shopee sendiri dah,1,2026-04-13 04:29:34
jika saya membutuhkan sesuatu mudah didapatkan di Shopee,5,2026-04-13 04:28:35
"Belanja murah, free ongkir.. bnyk promo juga",5,2026-04-13 04:27:22
shoppe selalu dpt diskonn dan banyak sekali produk yg gratis ongkir....suksess teruss kedepannya shoppe Indonesia😉🤞🏻,5,2026-04-13 04:26:26
msh tetep & selalu memuaskan belanja di shopee 🤗❤👌🥰,5,2026-04-13 04:25:43
marap,4,2026-04-13 04:24:13
sangat membantu..dn memudahkan saat kantong menipis,5,2026-04-13 04:24:11
Shopee makin bagus dan makin Memberikan kemudahan keringanan biaya dan berbelanja online.. mantapp.,5,2026-04-13 04:23:55
jos,5,2026-04-13 04:22:26
shopee menyakinkan,5,2026-04-13 04:21:17
pointnya manttaap ..tdk sprti belanja di apl tetangga sebelah wkwkwkkw,5,2026-04-13 04:18:59
pengiriman cepat dan harga lbih murah,5,2026-04-13 04:17:09
mantap,5,2026-04-13 04:08:16
mau beli lagi gak bisa,1,2026-04-13 04:05:50
pengalaman yang buruk,1,2026-04-13 04:03:36
"sy pesan barang, yg dikirim ke sy barang berbeda dengan pesanan, sdh di return, tapi uang sy gak balik?",2,2026-04-13 04:01:36
sangat burukk semakin jelek,1,2026-04-13 04:01:30
puas,5,2026-04-13 03:59:39
cukup lumayan,5,2026-04-13 03:58:54
"tolong iklannya di kontrol, menggangu",3,2026-04-13 03:58:38
senang berbelanja di Shopee 😍,5,2026-04-13 03:58:12
"aplikasi yang buat gampang, semua ada. sukses selalu ☺️",5,2026-04-13 03:56:29
bagus dan sangat membantu untuk berbelanja online,5,2026-04-13 03:56:24
alhamdulilah sejak memiliki aplikasi shopee belanja jadi lebih mudah dan barang2'y juga bagus2,5,2026-04-13 03:56:14
"barang nya ga nyampe² sampah banget spx express, udh gitu ga ada kompensasi, customer yang rugi dan frustasi nunggu barang",1,2026-04-13 03:55:40
sangat kecewa karna tidak bisa cod sama sekali,5,2026-04-13 03:54:27
ok,5,2026-04-13 03:53:43
kenapa gk bisa cod wey,2,2026-04-13 03:51:15
shopee mantap namun sering kendala ad tulosan shoope tidak menanggapi.,5,2026-04-13 03:50:40
banyak iklan tentang aplikasi ini sangat menggangu.,1,2026-04-13 03:49:29
Kendala pengiriman terlalu lama,5,2026-04-13 03:49:25
"sip, sangat mudah dan membantu",5,2026-04-13 03:46:25
"selalu belanja di shopee,murah dan cepat prosesnya",5,2026-04-13 03:44:00
apk nya mantap jiwa,5,2026-04-13 03:43:34
"sistemnya sengaja buat eror atau lambat mengirim foto kalau kita mau mengajukan pengembalian, tetapi jika buka fitur lain lancar saja² dan jaringan juga bagus emang sengaja aja biar kita gabisa retur barang. like jika kalian ngalamin juga",1,2026-04-13 03:43:09
sumpah shopee sekarang banyak penipuan. blm lama ini saya kena tipu dari pihak shopee . bikin laporan gk di gubris sama sekali .,1,2026-04-13 03:39:22
di w kok gak ada menu pesanan diterima yah jadi gak bisa rating pesanan yang udah dterima apa w doang ya mohon infonya dong,1,2026-04-13 03:37:10
"Fitur pencarian di Shopee, ngawur! ketik apapun muncul semua barang dengan nama yang tak ada hubungan dengan kata kunci yang diketik, kata kunci jadi nama semua Toko. fitur ini sepertinya telah dirusak oleh toko-toko agresif",1,2026-04-13 03:34:53
"saran saya kalo belanja jangan pilih pengiriman pake shopeexpress.., sumpah ini jasa pengiriman paling sampah..., saya berkali kali belanja dengan jasa kirim shopeexpress itu pasti paket nya di bawa muter muter dulu padahal darah saya sudah terlewati berkali kali, ujung ujungnya paket telat dan membuang waktu saya dan banyak orderan yang di cancel.",1,2026-04-13 03:34:28
nice,5,2026-04-13 03:34:09
bagus,4,2026-04-13 03:33:52
bagus,5,2026-04-13 03:31:27
belanja di shoppe menjadi mudah..,5,2026-04-13 03:30:17
Mantap,5,2026-04-13 03:29:23
semoga bagus aplikasinya,5,2026-04-13 03:27:00
selalu puas dgn layanan dr Shopee Indonesia... Sdh lama sekali menjadi pelanggan Shopee ...makasih..,5,2026-04-13 03:23:23
"dipertegas dan dipermudahkan saja setiap prosesnya apabila terjadi masalah barang rusak entah dari pembeli,pihak toko atau jasa pengirim soalnya terkadang ada juga pihak"" yang kurang amanah dan saling lempar tanggung jawab dan tidak mau rugi,mari kita berantas para penipu dan selalu menjadi aplikasi yang terpercaya.",5,2026-04-13 03:21:34
praktis penggunaannya,5,2026-04-13 03:19:27
mantap 😀,5,2026-04-13 03:18:54
puas,5,2026-04-13 03:18:46
belanja di Shopee jadi lebih praktis dengan sistem COD sangatt puass dengan aplikasi Shopee,5,2026-04-13 03:17:12
ok,5,2026-04-13 03:16:49
kepada Shopee. saya tidak bisa COD dg alasan lebih dari dua kali pemulangan barang ..... kenapa saya pulang kan karena barang saya tidak cukup di kirim pesan 8 di kirim 5 itu pun sudah terjadi lebih dari 4 x. dg toko yg ber beda . apakah harus saya terima juga ..barang TDK cukup ini...? saya pulang kan malah akun shopee saya di batasi COD nya... padahal saya hampir tiap hari blanja di shoppe ini . tolong di pertimbangkan masalah ini sekian dari pelanggan shopee 🙏,1,2026-04-13 03:14:24
buka aplikasi lain ada iklan Shopee eh geser dikit langsung masuk...,1,2026-04-13 03:13:10
aplikasi busuk gak bisa klaim koin shope live padahal itu koin punya seller,1,2026-04-13 03:12:44
"shopiee lelet,kurir kurang ramah",1,2026-04-13 03:11:04
kalo bikin iklan x nya bisa dipencet dong,1,2026-04-13 03:10:05
sangat menyenangkan ber belanja di sini,5,2026-04-13 03:08:52
sejauh ini belum pernah kecewa belanja di Shopee,5,2026-04-13 03:08:31
sangat baik,5,2026-04-13 03:08:24
sangat puas dengan shopee,5,2026-04-13 03:07:15
"dulu ada problem perihal pengiriman, sekarang malah spinjam, udah tau nomer recycle ditelp mana ganggu lagi dipush suruh bayar hutang orang lain yang kaga jelas asal usulnya. mengecewakan, mana ribet banget.",1,2026-04-13 03:07:15
ahir2 ini pengembalian barang jadi ribet gk Kya minggu2 kemaren .di tambah sekarang jadi lelet prosesnya gk kaya lazada mudah & simpel tidak mngecewakan buat lazada 👍👍👍 buta sopee sekarang pikir2 dulu dah klo ada perkembangan siap bintang 5 KLO tidak ada perkembangan kemudahan buat retur siap tutup akun deah,1,2026-04-13 03:05:01
okeee,5,2026-04-13 03:03:58
"apk bagus bgt, ga lemot, buat co juga gampang, ada shopeefood juga, gila sih apk paling bagus",1,2026-04-13 02:57:07
Shopee luar biasa. Masya Allah nyaman sekali belanja di Shopee. gratis ongkir gak main main. ditambah diskon promo nya besar besaran. semoga Shopee sukses selalu. saya penggemar setia Shopee. Shopee sangat membantu perekonomian masyarakat kalangan menengah kebawah love shopee,5,2026-04-13 02:56:52
"dulu kurir dan ekspedisi nya fast respon, skrg lelet selalu lama datang paketnya. lewat dari estimasi",1,2026-04-13 02:56:42
"mentang2 gratis ongkir pengiriman sengaja di lambat lambatin, lelet kerja nya",1,2026-04-13 02:56:03
sangat membantu untuk belanja barang2 yg kita perlukan. saran.. untuk toko yang menjual barang palsu agar di blacklist atau disuruh ganti rugi pada pembeli yg jadi korban jika tidak mau tokonya ditutup saja dan di blacklist ownernya toko. makasih.,5,2026-04-13 02:54:13
sangat membantu,5,2026-04-13 02:53:48
sangat membantu dalam mencari barang,5,2026-04-13 02:52:21
"kenapa sekarang pembayaran sering dibatalkan. alasan ""aktivitas yg tidak wajar"" padahal membeli di toko mall dan pembayaran tunai. alamat n nomor telepon juga jelas",5,2026-04-13 02:50:44
shopee paylater,5,2026-04-13 02:49:43
sangat membantu melengkapi segala kebutuhan,5,2026-04-13 02:44:25
semua mudah dengan shopee,5,2026-04-13 02:43:56
membantu sekali,5,2026-04-13 02:41:39
Mantafff...,5,2026-04-13 02:38:08
"ini shopee tidak berguna daftar akun lama mau login ke akun saya malah dicurigai bahkan pesanan saya lama, yang datang rusak, dan lagi pemulihan akun lama dasar shopee tidak berguna mau pesan eh malah M02/D02 dasar shopee tidak berguna fiturnya 🙏🏻 tolong berbaik fitur dasar shopee tidak berguna, ini ko pesanan masih di transit kapan shopee perbaiki nih",1,2026-04-13 02:34:26
ok,5,2026-04-13 02:34:08
persulit ya,5,2026-04-13 02:33:38
"transaksi mudah, banyak diskonnya",5,2026-04-13 02:32:36
bagus cepat dan mudah di akses,5,2026-04-13 02:32:09
Bgs...,5,2026-04-13 02:31:28
top,5,2026-04-13 02:30:51
puasekali,5,2026-04-13 02:29:04
OK,5,2026-04-13 02:24:09
sagat puas belaja di shopee,5,2026-04-13 02:23:08
"pengembalian barang gk jelas , saya udah lakukan sesuai arahan,. ketika aket udah saya siapkan tapi kurir tak kunjung datang, bbrp hari kemudian uang tak balik dan status pun jadi selasai .tolong dong pihak shope uang saya kembaliin Krn barang rusak gk bisa di pakai",1,2026-04-13 02:22:49
belanja di shopee lebih mudah dan cepat,5,2026-04-13 02:22:40
"Ratingnya akan saya ubah setelah masalah saya terselesaikan (komplain), tolong untuk pelayanannya ditingkatkan lagi. Trimakasih",1,2026-04-13 02:19:17
keren,5,2026-04-13 02:18:09
"Tolong dong shopee kurir kalau asal kasih bukti foto barang sudah sampai jangan langsung dipercaya foto asal jebret minimal tampak rumah pengalaman menjengkelkan sama salah 1 kurir kalau kirim barang tdk konfirmasi dulu & barang dilempar pnh ada yg lecet direpotkan harus cari barang sendiri kealamat yg mana kurir salah antar, kurir g tanggung jawab sama sekali",2,2026-04-13 02:11:20
yang jelas ongkirnya murah🤭😁😁,5,2026-04-13 02:08:05
"ga pernah beralih ke yg lain, selalu puas belanja disini....",5,2026-04-13 02:07:46
masih gampang jadi celah orderan fiktif.,2,2026-04-13 02:04:09
ok,3,2026-04-13 02:03:27
Excellent,5,2026-04-13 02:02:07
"halo shopee, knp bikin kebijakan nominasi produk terbaik kyk jebakan ya? Sudah posisi UPDATE & NOMINASIKAN diposisi update yg biasa kita pencet, otomatis terpencet. kemudian ditambah lagi harga kalian ganti sendiri pula tanpa persetujuan. Harga termurah Jual harga modal kami jadinya kagak untung kalian buat. jebakan ini namanya",2,2026-04-13 02:01:46
favv❤️,5,2026-04-13 01:58:26
shoppe adain pengiriman jnt dong klo hemat expres suka ilang paket ku dan suka di retur kurir hemat ga pernh nyampe rumah dan kurir nya galak2,1,2026-04-13 01:57:41
sangat puas,5,2026-04-13 01:57:20
harga lbh murah dari offline store cuma klo bs biaya adminnya jgn mahal2 donk,5,2026-04-13 01:55:11
ini baru bikin semangat belanja ku di shopyy,5,2026-04-13 01:54:35
cuka banget pokoknya mah,5,2026-04-13 01:54:07
sangat bagus dan mudah,5,2026-04-13 01:53:26
"pada saat lacak pengiriman kok peta nya gak sesuai dengan laporan pengiriman, yg dilaporan bilang kurir sedang menuju alamatmu tp di peta nya paket masih djakarta..🤦‍♂️",3,2026-04-13 01:51:16
terbantu dengan shopee yang bisa bayar bulanan,5,2026-04-13 01:50:05
selalu membantu ketika lapar dan butuh barang,5,2026-04-13 01:49:26
sangat memuaskan,5,2026-04-13 01:48:27
shopee emang debes bagus mantap,5,2026-04-13 01:48:22
shopee bagus.cuma barang y ditawarkan sering mengecewakan / gak sesuai dg y dipromosikan oleh penjual,5,2026-04-13 01:42:29
untuk metode pembayaran sangat mudah,5,2026-04-13 01:37:02
kereen,5,2026-04-13 01:36:46
Sangat membantu,5,2026-04-13 01:36:39
Oke,5,2026-04-13 01:34:38
"lama banget pengiriman nya paket ku hampir 1 bulan nggk nyampe""😡mohon lebih diperhatikn lagi untuk pengiriman nya 🙏",2,2026-04-13 01:30:44
mantap dan amanah,5,2026-04-13 01:25:15
good,5,2026-04-13 01:24:57
mudah di gunakan ..,5,2026-04-13 01:23:54
"Jeleknya aplikasi Shopee yaitu, setiap kita buka aplikasi langsung diarahkan lihat ""LIVE"". Padahal saya buka Shopee mau cari barang, tidak mau lihat live.",1,2026-04-13 01:23:47
masih juaraa,5,2026-04-13 01:22:43
sangat Bagus,5,2026-04-13 01:16:01
Banyak discontnya,4,2026-04-13 01:15:49
mantap,5,2026-04-13 01:15:12
membantu,4,2026-04-13 01:14:57
top,5,2026-04-13 01:14:25
mudah dan praktis banget.. sya cukup puas..o,5,2026-04-13 01:12:48
Shopee ini sangat baikk,5,2026-04-13 01:11:15
"selalu menjadi andalan, Terima kasih shopee",5,2026-04-13 01:10:33
bagus bisa buat belanja lebih mudah,4,2026-04-13 01:10:05
bagus sangat mudah berbelanja ketika menggunakan aplikasi ini,5,2026-04-13 01:08:04
pengalaman adalah ilmu buat aku,5,2026-04-13 01:05:02
"masa uang saya gak dikembalikan,barang gak dapet uangnya gak di kembalikan",1,2026-04-13 01:04:29
saya suka dengan apk Shopee karena bisa memudahkandan membantu saya dalam berbelanja tanpa harus keluar rumah untuk mencari barang yang di butuhkan.trimakasih 🙏,4,2026-04-13 01:02:04
ok,5,2026-04-13 00:56:42
shopee skrg bener² bad apa² dijawab sama ai yg jawabannya annoying bgt lalu sudah membuat laporan ke shope sudah lebih dari 2 minggu tidak ada progres sama skli cuma disuru bersabar bersabar jelek bgt,1,2026-04-13 00:55:58
"parahhh bener shoppe,bener bener kecewa aslii,masa iya saldo gw di potong buat pembayaran shoppe vip,padahal kaga pernah langganan shoppe vip,tiba tiba bener kepotong saldo gw,hadehhh",1,2026-04-13 00:55:37
shopee oke,5,2026-04-13 00:53:49
sangat membantu,5,2026-04-13 00:51:40
"saat awal buka aplikasi langsung diarahkan ke video, jadi lama bukanya kadang lag",4,2026-04-13 00:50:52
biar bintang yang menjawab,5,2026-04-13 00:48:33
knpa saya mebyar pay later. kok nominal nya bnyak bnget. cmn brng 1 yang saya ambil kok bnyak yang di bayar,5,2026-04-13 00:42:32
Shopee aplikasi terbaik untuk memenuhi kebutuhan konsumen,5,2026-04-13 00:40:54
shopee sangat bagus,5,2026-04-13 00:39:08
Mantap,5,2026-04-13 00:37:49
aku ngga suka iklan yg sering ganggu orang LG lihat aplikasi lain..,3,2026-04-13 00:37:47
"Terimakasih shopee,",5,2026-04-13 00:36:34
bagus,5,2026-04-13 00:34:32
"Nyaman aja sih pakai Shopee, tapi lama-lama agak jengkel juga kalau tiap buka aplikasi lain selalu muncul iklan Shopee.",2,2026-04-13 00:33:12
mempermudah pemesanan,5,2026-04-13 00:32:30
kok kurirnya ga ramah banget,1,2026-04-13 00:31:04
Aku suka banget belanja di shopee banyak banget barang2 bagus disini. Pokoknya the best,5,2026-04-13 00:30:38
CS shopee susah dihubungi selalu dikasih AI. sibuk terus.. konyol.,2,2026-04-13 00:29:08
"stop geer deh, iklan mulu lagi enak' baca novel tb' masuk shopee gua lagi kga pengen beli woi, kga pencet shopee tb' masuk sendiri apaan coba, ganggu woi!!!! di diemin makin menjadi', di perbaiki lagi dong!!!!!! GAJEEEE",1,2026-04-13 00:25:47
sangat bagus,5,2026-04-13 00:23:28
puas belanja di shoppe karena harganya sangat terjangkau,5,2026-04-13 00:22:19
sopi sangat membantu masarakat,5,2026-04-13 00:21:02
tolong beri fitur hapus riwayat pesanan,4,2026-04-13 00:20:05
cukup baik,4,2026-04-13 00:15:58
mantap,5,2026-04-13 00:11:44
sangat bagus,5,2026-04-13 00:09:53
sangat suka khasnya fitur bisa pembatalan langsung oleh pembeli saat awal memesan,5,2026-04-13 00:08:16
